Invoice ID,Branch,City,Customer type,Gender,Category,Unit price,Quantity,Tax 5%,Amount,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
420-97-3340,God's Plan,Makindye,Normal,Male,Food and beverages,14336,11.7,11,167731.2,4/28/2024,15:30,Credit Card,215.04,4.761904762,10.752,9.2
420-97-3340,God's Plan,Makindye,Normal,Female,Health and beauty,14336,130,11,1863680,3/28/2024,15:30,MOMO,215.04,4.761904762,10.752,9.2
209-61-0206,God's Plan,Makindye,Normal,Female,Health and beauty,8582,32.5,11,278915,1/5/2024,17:29,Cash,214.55,4.761904762,10.7275,6.1
209-61-0206,God's Plan,Makindye,Normal,Male,Home and lifestyle,8582,32.5,11,278915,5/5/2024,17:29,MOMO,214.55,4.761904762,10.7275,6.1
132-23-6451,God's Plan,Makindye,Member,Male,Health and beauty,4194,32.5,5,136305,1/4/2024,13:21,Cash,104.85,4.761904762,5.2425,7.8
132-23-6451,God's Plan,Makindye,Member,Male,Health and beauty,4194,32.5,5,136305,5/4/2024,13:21,Cash,104.85,4.761904762,5.2425,7.8
749-24-1565,God's Plan,Makindye,Normal,Male,Health and beauty,4606,105.3,10,485011.8,5/4/2024,12:02,MOMO,207.27,4.761904762,10.3635,7.9
749-24-1565,God's Plan,Makindye,Normal,Female,Food and beverages,4606,105.3,10,485011.8,1/3/2024,12:02,Cash,207.27,4.761904762,10.3635,7.9
127-47-6963,God's Plan,Makindye,Normal,Male,Health and beauty,10342,20.8,10,215113.6,3/9/2024,13:53,Cash,206.84,4.761904762,10.342,9.8
354-39-5160,God's Plan,Makindye,Member,Male,Home and lifestyle,6884,46.8,10,322171.2,6/18/2024,15:39,Cash,206.52,4.761904762,10.326,9.8
291-55-6563,God's Plan,Makindye,Member,Male,Home and lifestyle,6884,46.8,10,322171.2,4/30/2024,12:45,MOMO,206.52,4.761904762,10.326,7.5
127-47-6963,God's Plan,Makindye,Normal,Male,Health and beauty,10342,20.8,10,215113.6,4/9/2024,13:53,Credit Card,206.84,4.761904762,10.342,9.8
354-39-5160,God's Plan,Makindye,Member,Female,Home and lifestyle,6884,46.8,10,322171.2,2/18/2024,15:39,Cash,206.52,4.761904762,10.326,9.8
291-55-6563,God's Plan,Makindye,Member,Female,Home and lifestyle,6884,46.8,10,322171.2,3/30/2024,12:45,MOMO,206.52,4.761904762,10.326,7.5
276-75-6884,God's Plan,Makindye,Normal,Female,Health and beauty,13742,130,10,1786460,3/4/2024,10:05,Cash,206.13,4.761904762,10.3065,8.7
276-75-6884,God's Plan,Makindye,Normal,Male,Health and beauty,13742,11.7,10,160781.4,4/4/2024,10:05,Cash,206.13,4.761904762,10.3065,8.7
439-54-7422,God's Plan,Makindye,Normal,Female,Electronic accessories,10238,20.8,10,212950.4,3/18/2024,17:15,Cash,204.76,4.761904762,10.238,0.235
439-54-7422,God's Plan,Makindye,Normal,Male,Electronic accessories,10238,20.8,10,212950.4,4/18/2024,17:15,Credit Card,204.76,4.761904762,10.238,4.7
662-72-2873,God's Plan,Makindye,Normal,Male,Food and beverages,8188,32.5,10,266110,5/6/2024,13:58,MOMO,204.7,4.761904762,10.235,9.9
662-72-2873,God's Plan,Makindye,Normal,Female,Food and beverages,8188,32.5,10,266110,1/6/2024,13:58,Cash,204.7,4.761904762,10.235,9.9
345-08-4992,God's Plan,Makindye,Normal,Male,Home and lifestyle,6798,46.8,10,318146.4,3/8/2024,15:37,Cash,203.94,4.761904762,10.197,7.7
345-08-4992,God's Plan,Makindye,Normal,Male,Home and lifestyle,6798,46.8,10,318146.4,4/8/2024,15:37,Credit Card,203.94,4.761904762,10.197,7.7
610-46-4100,God's Plan,Makindye,Normal,Male,Health and beauty,5790,50,10,10000,4/4/2024,20:31,Credit Card,202.65,4.761904762,10.1325,6
610-46-4100,God's Plan,Makindye,Normal,Male,Health and beauty,5790,292.5,10,1693575,3/3/2024,20:31,MOMO,202.65,4.761904762,10.1325,6
305-03-2383,God's Plan,Makindye,Normal,Female,Food and beverages,13420,130,10,1744600,2/15/2024,10:36,Cash,201.3,4.761904762,10.065,7.5
305-03-2383,God's Plan,Makindye,Normal,Male,Food and beverages,13420,11.7,10,157014,6/15/2024,10:36,Cash,201.3,4.761904762,10.065,7.5
257-60-7754,God's Plan,Makindye,Normal,Male,Electronic accessories,10046,20.8,10,208956.8,5/8/2024,17:12,Cash,200.92,4.761904762,10.046,9
257-60-7754,God's Plan,Makindye,Normal,Female,Electronic accessories,10046,20.8,10,208956.8,1/8/2024,17:12,Cash,200.92,4.761904762,10.046,9
634-97-8956,God's Plan,Makindye,Normal,Male,Food and beverages,6580,11.7,5,76986,6/17/2024,17:27,Credit Card,98.7,4.761904762,4.935,9.1
687-47-8271,God's Plan,Makindye,Normal,Male,Food and beverages,19796,83.2,49,1647027.2,2/8/2024,16:20,Cash,989.8,4.761904762,49.49,8.7
634-97-8956,God's Plan,Makindye,Normal,Male,Food and beverages,6580,130,5,855400,2/17/2024,17:27,Cash,98.7,4.761904762,4.935,9.1
409-33-9708,God's Plan,Makindye,Normal,Male,Fashion accessories,19696,5.2,10,102419.2,6/19/2024,10:12,MOMO,196.96,4.761904762,9.848,9.2
409-33-9708,God's Plan,Makindye,Normal,Female,Fashion accessories,19696,5.2,10,102419.2,2/19/2024,10:12,MOMO,196.96,4.761904762,9.848,9.2
510-09-5628,God's Plan,Makindye,Member,Female,Health and beauty,3932,83.2,10,327142.4,3/15/2024,18:20,Cash,196.6,4.761904762,9.83,7.2
510-09-5628,God's Plan,Makindye,Member,Male,Fashion accessories,3932,130,10,511160,4/15/2024,18:20,Credit Card,196.6,4.761904762,9.83,7.2
643-38-7867,God's Plan,Makindye,Normal,Male,Home and lifestyle,19588,1.3,5,25464.4,4/7/2024,11:44,MOMO,97.94,4.761904762,4.897,6.9
643-38-7867,God's Plan,Makindye,Normal,Male,Health and beauty,19588,520,5,10185760,3/7/2024,11:44,Cash,97.94,4.761904762,4.897,6.9
502-05-1910,God's Plan,Makindye,Normal,Male,Health and beauty,13036,130,10,1694680,2/25/2024,20:35,Cash,195.54,4.761904762,9.777,6.3
502-05-1910,God's Plan,Makindye,Normal,Male,Health and beauty,13036,11.7,10,152521.2,6/25/2024,20:35,Credit Card,195.54,4.761904762,9.777,6.3
518-17-2983,God's Plan,Makindye,Normal,Female,Fashion accessories,9726,20.8,10,202300.8,2/4/2024,15:44,MOMO,194.52,4.761904762,9.726,7.6
594-34-4444,God's Plan,Makindye,Normal,Male,Health and beauty,19432,520,5,10104640,3/8/2024,20:38,Cash,97.16,4.761904762,4.858,7.2
126-54-1082,God's Plan,Makindye,Member,Male,Home and lifestyle,4308,105.3,10,453632.4,5/7/2024,11:44,Credit Card,193.86,4.761904762,9.693,8.8
518-17-2983,God's Plan,Makindye,Normal,Male,Fashion accessories,9726,20.8,10,202300.8,6/4/2024,15:44,MOMO,194.52,4.761904762,9.726,7.6
594-34-4444,God's Plan,Makindye,Normal,Male,Electronic accessories,19432,1.3,5,25261.6,4/8/2024,20:38,MOMO,97.16,4.761904762,4.858,7.2
126-54-1082,God's Plan,Makindye,Member,Female,Food and beverages,4308,105.3,10,453632.4,1/7/2024,11:44,Cash,193.86,4.761904762,9.693,8.8
254-31-0042,God's Plan,Makindye,Member,Male,Electronic accessories,4300,105.3,10,452790,3/6/2024,12:46,Cash,193.5,4.761904762,9.675,7.8
726-29-6793,God's Plan,Makindye,Member,Male,Health and beauty,4836,83.2,10,402355.2,1/28/2024,20:54,Cash,193.44,4.761904762,9.672,9.8
595-11-5460,God's Plan,Makindye,Normal,Male,Health and beauty,19316,5.2,10,100443.2,4/15/2024,10:12,Credit Card,193.16,4.761904762,9.658,5.1
254-31-0042,God's Plan,Makindye,Member,Male,Electronic accessories,4300,105.3,10,452790,4/6/2024,12:46,Credit Card,193.5,4.761904762,9.675,7.8
726-29-6793,God's Plan,Makindye,Member,Male,Electronic accessories,4836,83.2,10,402355.2,5/28/2024,20:54,MOMO,193.44,4.761904762,9.672,9.8
595-11-5460,God's Plan,Makindye,Normal,Male,Health and beauty,19316,5.2,10,100443.2,3/15/2024,10:12,Credit Card,193.16,4.761904762,9.658,5.1
186-43-8965,God's Plan,Makindye,Member,Female,Home and lifestyle,9536,5.2,5,49587.2,2/24/2024,10:10,Credit Card,95.36,4.761904762,4.768,0.205
186-43-8965,God's Plan,Makindye,Member,Male,Home and lifestyle,9536,5.2,5,49587.2,6/24/2024,10:10,Credit Card,95.36,4.761904762,4.768,4.1
290-68-2984,God's Plan,Makindye,Normal,Male,Home and lifestyle,4750,20.8,5,98800,4/16/2024,11:22,Cash,95,4.761904762,4.75,5.2
674-56-6360,God's Plan,Makindye,Normal,Male,Electronic accessories,19030,1.3,5,24739,4/26/2024,14:00,Cash,95.15,4.761904762,4.7575,6
674-56-6360,God's Plan,Makindye,Normal,Male,Electronic accessories,19030,520,5,9895600,3/22/2024,14:00,MOMO,95.15,4.761904762,4.7575,6
290-68-2984,God's Plan,Makindye,Normal,Male,Food and beverages,4750,20.8,5,98800,3/16/2024,11:22,Cash,95,4.761904762,4.75,5.2
702-72-0487,God's Plan,Makindye,Normal,Male,Electronic accessories,9322,5.2,5,48474.4,6/26/2024,12:28,Credit Card,93.22,4.761904762,4.661,
737-88-5876,God's Plan,Makindye,Member,Male,Home and lifestyle,4658,20.8,5,96886.4,4/19/2024,11:52,Credit Card,93.16,4.761904762,4.658,5.9
702-72-0487,God's Plan,Makindye,Normal,Female,Electronic accessories,9322,5.2,5,48474.4,2/26/2024,12:28,Credit Card,93.22,4.761904762,4.661,
737-88-5876,God's Plan,Makindye,Member,Male,Home and lifestyle,4658,20.8,5,96886.4,3/19/2024,11:52,Credit Card,93.16,4.761904762,4.658,5.9
460-35-4390,God's Plan,Makindye,Normal,Male,Home and lifestyle,6136,11.7,5,71791.2,5/26/2024,11:00,MOMO,92.04,4.761904762,4.602,9.1
460-35-4390,God's Plan,Makindye,Normal,Male,Health and beauty,6136,130,5,797680,1/22/2024,11:00,Cash,92.04,4.761904762,4.602,9.1
436-54-4512,God's Plan,Makindye,Member,Female,Health and beauty,18322,520,5,9527440,3/20/2024,19:44,MOMO,91.61,4.761904762,4.5805,9.8
372-94-8041,God's Plan,Makindye,Normal,Male,Health and beauty,3052,46.8,5,142833.6,2/15/2024,18:03,Cash,91.56,4.761904762,4.578,9.8
436-54-4512,God's Plan,Makindye,Member,Male,Food and beverages,18322,1.3,5,23818.6,4/20/2024,19:44,Cash,91.61,4.761904762,4.5805,9.8
372-94-8041,God's Plan,Makindye,Normal,Male,Health and beauty,3052,46.8,5,142833.6,6/15/2024,18:03,MOMO,91.56,4.761904762,4.578,9.8
528-14-9470,God's Plan,Makindye,Member,Male,Health and beauty,18260,1.3,5,23738,6/14/2024,14:42,MOMO,91.3,4.761904762,4.565,9.2
528-14-9470,God's Plan,Makindye,Member,Male,Health and beauty,18260,520,5,9495200,2/14/2024,14:42,MOMO,91.3,4.761904762,4.565,9.2
604-70-6476,God's Plan,Makindye,Member,Male,Food and beverages,3588,32.5,4,116610,1/23/2024,14:04,Cash,89.7,4.761904762,4.485,6.8
478-06-7835,God's Plan,Makindye,Normal,Male,Food and beverages,17938,520,4,9327760,1/11/2024,11:20,Cash,89.69,4.761904762,4.4845,0.245
247-11-2470,God's Plan,Makindye,Member,Male,Fashion accessories,4464,20.8,4,92851.2,4/5/2024,16:23,Credit Card,89.28,4.761904762,4.464,
478-06-7835,God's Plan,Makindye,Normal,Male,Fashion accessories,17938,1.3,4,23319.4,5/15/2024,11:20,MOMO,89.69,4.761904762,4.4845,4.9
604-70-6476,God's Plan,Makindye,Member,Male,Fashion accessories,3588,32.5,4,116610,5/24/2024,14:04,MOMO,89.7,4.761904762,4.485,6.8
247-11-2470,God's Plan,Makindye,Member,Female,Fashion accessories,4464,20.8,4,92851.2,3/1/2024,16:23,Credit Card,89.28,4.761904762,4.464,0.22
106-35-6779,God's Plan,Makindye,Member,Male,Health and beauty,8868,5.2,4,46113.6,3/27/2024,11:26,Cash,88.68,4.761904762,4.434,5.8
106-35-6779,God's Plan,Makindye,Member,Male,Health and beauty,8868,5.2,4,46113.6,3/27/2024,11:26,Cash,88.68,4.761904762,4.434,5.8
106-35-6779,God's Plan,Makindye,Member,Male,Health and beauty,8868,5.2,4,46113.6,3/27/2024,11:26,Cash,88.68,4.761904762,4.434,5.8
106-35-6779,God's Plan,Makindye,Member,Male,Home and lifestyle,8868,5.2,4,46113.6,4/27/2024,11:26,Cash,88.68,4.761904762,4.434,5.8
569-76-2760,God's Plan,Makindye,Member,Female,Sports and travel,4402,20.8,4,91561.6,1/29/2024,18:15,Credit Card,88.04,4.761904762,4.402,
325-89-4209,God's Plan,Makindye,Member,Male,Food and beverages,17580,520,4,9141600,2/5/2024,19:42,MOMO,87.9,4.761904762,4.395,6.7
569-76-2760,God's Plan,Makindye,Member,Male,Sports and travel,4402,20.8,4,91561.6,5/29/2024,18:15,Credit Card,88.04,4.761904762,4.402,
325-89-4209,God's Plan,Makindye,Member,Male,Food and beverages,17580,1.3,4,22854,6/5/2024,19:42,MOMO,87.9,4.761904762,4.395,6.7
586-25-0848,God's Plan,Makindye,Normal,Male,Sports and travel,2468,50,4,10000,4/4/2024,11:19,Credit Card,86.38,4.761904762,4.319,6.7
213-72-6612,God's Plan,Makindye,Normal,Male,Food and beverages,8650,5.2,4,44980,4/20/2024,15:56,Cash,86.5,4.761904762,4.325,6.2
213-72-6612,God's Plan,Makindye,Normal,Male,Food and beverages,8650,5.2,4,44980,3/20/2024,15:56,Cash,86.5,4.761904762,4.325,6.2
586-25-0848,God's Plan,Makindye,Normal,Female,Food and beverages,2468,292.5,4,721890,3/4/2024,11:19,Cash,86.38,4.761904762,4.319,6.7
237-44-6163,God's Plan,Makindye,Normal,Male,Electronic accessories,2112,83.2,4,175718.4,5/24/2024,17:43,Cash,84.48,4.761904762,4.224,7.6
237-44-6163,God's Plan,Makindye,Normal,Male,Electronic accessories,2112,83.2,4,175718.4,1/24/2024,17:43,Cash,84.48,4.761904762,4.224,7.6
187-83-5490,God's Plan,Makindye,Member,Male,Electronic accessories,4154,20.8,4,86403.2,1/31/2024,13:47,Cash,83.08,4.761904762,4.154,0.235
187-83-5490,God's Plan,Makindye,Member,Male,Electronic accessories,4154,20.8,4,86403.2,5/30/2024,13:47,Cash,83.08,4.761904762,4.154,4.7
865-41-9075,God's Plan,Makindye,Normal,Male,Food and beverages,2306,50,4,10000,5/28/2024,17:35,Cash,80.71,4.761904762,4.0355,8.1
865-41-9075,God's Plan,Makindye,Normal,Male,Food and beverages,2306,292.5,4,674505,1/28/2024,17:35,Cash,80.71,4.761904762,4.0355,8.1
885-17-6250,God's Plan,Makindye,Normal,Male,Health and beauty,15948,1.3,4,20732.4,4/6/2024,10:36,MOMO,79.74,4.761904762,3.987,7.3
885-17-6250,God's Plan,Makindye,Normal,Female,Health and beauty,15948,520,4,8292960,3/6/2024,10:36,Cash,79.74,4.761904762,3.987,7.3
512-98-1403,God's Plan,Makindye,Member,Female,Electronic accessories,5296,130,4,688480,3/21/2024,10:40,Cash,79.44,4.761904762,3.972,0.235
512-98-1403,God's Plan,Makindye,Member,Male,Electronic accessories,5296,11.7,4,61963.2,4/25/2024,10:40,MOMO,79.44,4.761904762,3.972,4.7
860-73-6466,God's Plan,Makindye,Member,Male,Sports and travel,7894,5.2,4,41048.8,4/6/2024,16:16,Credit Card,78.94,4.761904762,3.947,5
860-73-6466,God's Plan,Makindye,Member,Female,Sports and travel,7894,5.2,4,41048.8,3/2/2024,16:16,Credit Card,78.94,4.761904762,3.947,5
696-90-2548,God's Plan,Makindye,Normal,Male,Sports and travel,5168,130,4,671840,3/10/2024,18:55,Cash,77.52,4.761904762,3.876,
563-36-9814,God's Plan,Makindye,Member,Male,Electronic accessories,15364,1.3,4,19973.2,6/14/2024,18:27,MOMO,76.82,4.761904762,3.841,7.2
696-90-2548,God's Plan,Makindye,Normal,Male,Sports and travel,5168,11.7,4,60465.6,4/10/2024,18:55,MOMO,77.52,4.761904762,3.876,
445-30-9252,God's Plan,Makindye,Normal,Male,Sports and travel,5140,11.7,4,60138,5/17/2024,17:59,MOMO,77.1,4.761904762,3.855,6.1
445-30-9252,God's Plan,Makindye,Normal,Male,Sports and travel,5140,130,4,668200,1/17/2024,17:59,MOMO,77.1,4.761904762,3.855,6.1
563-36-9814,God's Plan,Makindye,Member,Male,Electronic accessories,15364,520,4,7989280,2/13/2024,18:27,Cash,76.82,4.761904762,3.841,7.2
546-80-2899,God's Plan,Makindye,Member,Male,Home and lifestyle,7538,5.2,4,39197.6,2/20/2024,15:29,Cash,75.38,4.761904762,3.769,9.5
546-80-2899,God's Plan,Makindye,Member,Male,Home and lifestyle,7538,5.2,4,39197.6,6/20/2024,15:29,MOMO,75.38,4.761904762,3.769,9.5
400-60-7251,God's Plan,Makindye,Normal,Male,Home and lifestyle,14814,1.3,4,19258.2,6/10/2024,12:50,MOMO,74.07,4.761904762,3.7035,9.9
843-73-4724,God's Plan,Makindye,Normal,Male,Fashion accessories,14820,1.3,4,19266,5/25/2024,11:05,Cash,74.1,4.761904762,3.705,9.2
843-73-4724,God's Plan,Makindye,Normal,Male,Fashion accessories,14820,520,4,7706400,1/25/2024,11:05,Cash,74.1,4.761904762,3.705,9.2
400-60-7251,God's Plan,Makindye,Normal,Male,Food and beverages,14814,520,4,7703280,2/10/2024,12:50,Cash,74.07,4.761904762,3.7035,9.9
227-50-3718,God's Plan,Makindye,Normal,Male,Health and beauty,2924,32.5,4,95030,4/4/2024,12:23,Cash,73.1,4.761904762,3.655,
585-90-0249,God's Plan,Makindye,Member,Male,Electronic accessories,14652,1.3,4,19047.6,5/27/2024,18:08,MOMO,73.26,4.761904762,3.663,9.7
585-90-0249,God's Plan,Makindye,Member,Male,Electronic accessories,14652,520,4,7619040,1/27/2024,18:08,MOMO,73.26,4.761904762,3.663,9.7
227-50-3718,God's Plan,Makindye,Normal,Male,Health and beauty,2924,32.5,4,95030,3/4/2024,12:23,Cash,73.1,4.761904762,3.655,0.22
316-68-6352,God's Plan,Makindye,Member,Female,Food and beverages,7272,5.2,4,37814.4,1/21/2024,10:00,Cash,72.72,4.761904762,3.636,7.1
665-32-9167,God's Plan,Makindye,Member,Female,Health and beauty,7252,5.2,4,37710.4,1/10/2024,17:15,Credit Card,72.52,4.761904762,3.626,7.2
665-32-9167,God's Plan,Makindye,Member,Male,Health and beauty,7252,5.2,4,37710.4,5/10/2024,17:15,Credit Card,72.52,4.761904762,3.626,7.2
316-68-6352,God's Plan,Makindye,Member,Male,Food and beverages,7272,5.2,4,37814.4,5/25/2024,10:00,Cash,72.72,4.761904762,3.636,7.1
441-94-7118,God's Plan,Makindye,Member,Male,Electronic accessories,14390,1.3,4,18707,6/4/2024,12:14,Cash,71.95,4.761904762,3.5975,7.3
441-94-7118,God's Plan,Makindye,Member,Male,Electronic accessories,14390,520,4,7482800,2/4/2024,12:14,Cash,71.95,4.761904762,3.5975,7.3
870-76-1733,God's Plan,Makindye,Member,Male,Food and beverages,2846,32.5,4,92495,6/5/2024,10:08,Credit Card,71.15,4.761904762,3.5575,
870-76-1733,God's Plan,Makindye,Member,Female,Food and beverages,2846,32.5,4,92495,2/1/2024,10:08,Cash,71.15,4.761904762,3.5575,0.22
239-48-4278,God's Plan,Makindye,Member,Male,Health and beauty,2026,292.5,4,592605,3/10/2024,19:35,Cash,70.91,4.761904762,3.5455,8.3
333-23-2632,God's Plan,Makindye,Member,Male,Health and beauty,2016,292.5,4,589680,3/28/2024,20:14,Cash,70.56,4.761904762,3.528,0.21
239-48-4278,God's Plan,Makindye,Member,Male,Food and beverages,2026,50,4,10000,4/10/2024,19:35,MOMO,70.91,4.761904762,3.5455,8.3
333-23-2632,God's Plan,Makindye,Member,Male,Health and beauty,2016,50,4,10000,4/28/2024,20:14,Cash,70.56,4.761904762,3.528,4.2
220-28-1851,God's Plan,Makindye,Normal,Male,Home and lifestyle,6946,5.2,3,36119.2,4/5/2024,18:14,MOMO,69.46,4.761904762,3.473,9.7
220-28-1851,God's Plan,Makindye,Normal,Male,Health and beauty,6946,5.2,3,36119.2,3/1/2024,18:14,Cash,69.46,4.761904762,3.473,9.7
732-67-5346,God's Plan,Makindye,Normal,Male,Food and beverages,2758,32.5,3,89635,1/11/2024,19:07,Cash,68.95,4.761904762,3.4475,7.8
886-54-6089,God's Plan,Makindye,Normal,Female,Home and lifestyle,2286,46.8,3,106984.8,1/15/2024,17:24,Cash,68.58,4.761904762,3.429,7.7
886-54-6089,God's Plan,Makindye,Normal,Male,Home and lifestyle,2286,46.8,3,106984.8,5/15/2024,17:24,Cash,68.58,4.761904762,3.429,7.7
732-67-5346,God's Plan,Makindye,Normal,Male,Food and beverages,2758,32.5,3,89635,5/15/2024,19:07,Credit Card,68.95,4.761904762,3.4475,7.8
366-93-0948,God's Plan,Makindye,Member,Male,Electronic accessories,13270,1.3,3,17251,5/30/2024,10:46,Credit Card,66.35,4.761904762,3.3175,9.7
366-93-0948,God's Plan,Makindye,Member,Male,Food and beverages,13270,520,3,6900400,1/31/2024,10:46,Cash,66.35,4.761904762,3.3175,9.7
347-56-2442,God's Plan,Makindye,Normal,Male,Home and lifestyle,13164,520,3,6845280,2/22/2024,15:33,Cash,65.82,4.761904762,3.291,0.205
347-56-2442,God's Plan,Makindye,Normal,Male,Home and lifestyle,13164,1.3,3,17113.2,6/26/2024,15:33,Cash,65.82,4.761904762,3.291,4.1
275-28-0149,God's Plan,Makindye,Normal,Male,Sports and travel,12738,1.3,3,16559.4,6/25/2024,16:21,Cash,63.69,4.761904762,3.1845,6
275-28-0149,God's Plan,Makindye,Normal,Male,Food and beverages,12738,520,3,6623760,2/25/2024,16:21,Cash,63.69,4.761904762,3.1845,6
278-97-7759,God's Plan,Makindye,Member,Male,Electronic accessories,12496,1.3,3,16244.8,6/18/2024,20:29,Cash,62.48,4.761904762,3.124,4.7
278-97-7759,God's Plan,Makindye,Member,Female,Electronic accessories,12496,520,3,6497920,2/18/2024,20:29,Cash,62.48,4.761904762,3.124,0.235
491-38-3499,God's Plan,Makindye,Member,Male,Fashion accessories,11090,520,3,5766800,2/26/2024,17:46,MOMO,55.45,4.761904762,2.7725,0.245
802-70-5316,God's Plan,Makindye,Member,Female,Sports and travel,18426,46.8,28,862336.8,3/6/2024,20:34,Cash,552.78,4.761904762,27.639,8.3
491-38-3499,God's Plan,Makindye,Member,Male,Fashion accessories,11090,1.3,3,14417,6/26/2024,17:46,Credit Card,55.45,4.761904762,2.7725,4.9
587-73-4862,God's Plan,Makindye,Member,Female,Health and beauty,2138,32.5,3,69485,3/26/2024,11:07,MOMO,53.45,4.761904762,2.6725,7.6
587-73-4862,God's Plan,Makindye,Member,Male,Health and beauty,2138,32.5,3,69485,4/26/2024,11:07,MOMO,53.45,4.761904762,2.6725,7.6
807-34-3742,God's Plan,Makindye,Normal,Male,Fashion accessories,10476,520,3,5447520,3/26/2024,19:44,Cash,52.38,4.761904762,2.619,5.8
807-34-3742,God's Plan,Makindye,Normal,Male,Fashion accessories,10476,1.3,3,13618.8,4/26/2024,19:44,Cash,52.38,4.761904762,2.619,5.8
605-03-2706,God's Plan,Makindye,Normal,Male,Health and beauty,3160,11.7,2,36972,4/25/2024,18:02,Cash,47.4,4.761904762,2.37,9.5
605-03-2706,God's Plan,Makindye,Normal,Female,Health and beauty,3160,130,2,410800,3/25/2024,18:02,Cash,47.4,4.761904762,2.37,9.5
169-52-4504,God's Plan,Makindye,Normal,Female,Electronic accessories,3138,130,2,407940,3/14/2024,14:13,MOMO,47.07,4.761904762,2.3535,5.8
442-48-3607,God's Plan,Makindye,Member,Male,Food and beverages,4696,5.2,2,24419.2,3/14/2024,11:21,Cash,46.96,4.761904762,2.348,7.9
169-52-4504,God's Plan,Makindye,Normal,Male,Electronic accessories,3138,11.7,2,36714.6,4/14/2024,14:13,Credit Card,47.07,4.761904762,2.3535,5.8
442-48-3607,God's Plan,Makindye,Member,Male,Food and beverages,4696,5.2,2,24419.2,4/14/2024,11:21,Credit Card,46.96,4.761904762,2.348,7.9
651-96-5970,God's Plan,Makindye,Normal,Male,Fashion accessories,9282,1.3,2,12066.6,4/4/2024,20:06,Credit Card,46.41,4.761904762,2.3205,4
651-96-5970,God's Plan,Makindye,Normal,Male,Fashion accessories,9282,520,2,4826640,3/3/2024,20:06,Credit Card,46.41,4.761904762,2.3205,0.2
560-49-6611,God's Plan,Makindye,Member,Male,Sports and travel,9116,1.3,2,11850.8,6/7/2024,14:13,Cash,45.58,4.761904762,2.279,9.8
560-49-6611,God's Plan,Makindye,Member,Female,Health and beauty,9116,520,2,4740320,2/7/2024,14:13,Cash,45.58,4.761904762,2.279,9.8
105-10-6182,God's Plan,Makindye,Member,Male,Fashion accessories,4296,5.2,2,22339.2,2/27/2024,12:22,Cash,42.96,4.761904762,2.148,
504-35-8843,God's Plan,Makindye,Normal,Male,Sports and travel,8494,1.3,2,11042.2,5/6/2024,16:57,Cash,42.47,4.761904762,2.1235,5.7
105-10-6182,God's Plan,Makindye,Member,Male,Fashion accessories,4296,5.2,2,22339.2,6/27/2024,12:22,MOMO,42.96,4.761904762,2.148,
504-35-8843,God's Plan,Makindye,Normal,Male,Health and beauty,8494,520,2,4416880,1/2/2024,16:57,Cash,42.47,4.761904762,2.1235,5.7
324-92-3863,God's Plan,Makindye,Member,Male,Electronic accessories,4178,5.2,2,21725.6,6/5/2024,18:45,Cash,41.78,4.761904762,2.089,9.8
324-92-3863,God's Plan,Makindye,Member,Male,Electronic accessories,4178,5.2,2,21725.6,2/5/2024,18:45,Cash,41.78,4.761904762,2.089,9.8
575-67-1508,God's Plan,Makindye,Normal,Male,Electronic accessories,7720,1.3,2,10036,5/29/2024,11:26,MOMO,38.6,4.761904762,1.93,6.7
849-09-3807,God's Plan,Makindye,Member,Male,Fashion accessories,17668,50,31,10000,6/18/2024,13:28,Cash,618.38,4.761904762,30.919,
575-67-1508,God's Plan,Makindye,Normal,Male,Health and beauty,7720,520,2,4014400,1/29/2024,11:26,Cash,38.6,4.761904762,1.93,6.7
482-17-1179,God's Plan,Makindye,Member,Male,Electronic accessories,2388,11.7,2,27939.6,5/19/2024,12:47,Credit Card,35.82,4.761904762,1.791,8.1
482-17-1179,God's Plan,Makindye,Member,Male,Electronic accessories,2388,130,2,310440,1/19/2024,12:47,Credit Card,35.82,4.761904762,1.791,8.1
727-02-1313,God's Plan,Makindye,Member,Male,Food and beverages,6368,520,2,3311360,2/9/2024,13:22,Cash,31.84,4.761904762,1.592,7.7
727-02-1313,God's Plan,Makindye,Member,Male,Food and beverages,6368,1.3,2,8278.4,6/9/2024,13:22,Cash,31.84,4.761904762,1.592,7.7
307-04-2070,God's Plan,Makindye,Member,Female,Fashion accessories,6124,520,2,3184480,2/5/2024,14:14,Credit Card,30.62,4.761904762,1.531,0.205
318-12-0304,God's Plan,Makindye,Normal,Male,Health and beauty,6122,520,2,3183440,1/23/2024,12:20,MOMO,30.61,4.761904762,1.5305,5.2
307-04-2070,God's Plan,Makindye,Member,Male,Fashion accessories,6124,1.3,2,7961.2,6/5/2024,14:14,Credit Card,30.62,4.761904762,1.531,4.1
318-12-0304,God's Plan,Makindye,Normal,Male,Fashion accessories,6122,1.3,2,7958.6,5/24/2024,12:20,MOMO,30.61,4.761904762,1.5305,5.2
421-95-9805,God's Plan,Makindye,Normal,Female,Health and beauty,5792,520,1,3011840,2/7/2024,10:18,Credit Card,28.96,4.761904762,1.448,6.2
421-95-9805,God's Plan,Makindye,Normal,Male,Electronic accessories,5792,1.3,1,7529.6,6/7/2024,10:18,Credit Card,28.96,4.761904762,1.448,6.2
